5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,5.000000000000000278e-02,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,5.000000000000000278e-02,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,5.000000000000000278e-02,2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000018e+00,5.000000000000000278e-02,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000018e+00,5.000000000000000278e-02,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000018e+00,5.000000000000000278e-02,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000018e+00,5.000000000000000278e-02,2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.489999999999999769e+00,5.000000000000000278e-02,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.489999999999999769e+00,5.000000000000000278e-02,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.489999999999999769e+00,5.000000000000000278e-02,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.489999999999999769e+00,5.000000000000000278e-02,2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.709999999999999964e+00,5.000000000000000278e-02,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.709999999999999964e+00,5.000000000000000278e-02,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.709999999999999964e+00,5.000000000000000278e-02,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.709999999999999964e+00,5.000000000000000278e-02,2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.929999999999999716e+00,5.000000000000000278e-02,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.929999999999999716e+00,5.000000000000000278e-02,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.929999999999999716e+00,5.000000000000000278e-02,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.929999999999999716e+00,5.000000000000000278e-02,2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.149999999999999467e+00,5.000000000000000278e-02,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.149999999999999467e+00,5.000000000000000278e-02,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.149999999999999467e+00,5.000000000000000278e-02,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.149999999999999467e+00,5.000000000000000278e-02,2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.370000000000000107e+00,5.000000000000000278e-02,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.370000000000000107e+00,5.000000000000000278e-02,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.370000000000000107e+00,5.000000000000000278e-02,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.370000000000000107e+00,5.000000000000000278e-02,2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.589999999999999858e+00,5.000000000000000278e-02,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.589999999999999858e+00,5.000000000000000278e-02,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.589999999999999858e+00,5.000000000000000278e-02,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.589999999999999858e+00,5.000000000000000278e-02,2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,1.025000000000000133e+00,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,1.025000000000000133e+00,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,1.025000000000000133e+00,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,1.025000000000000133e+00,2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000018e+00,1.025000000000000133e+00,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000018e+00,1.025000000000000133e+00,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000018e+00,1.025000000000000133e+00,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000018e+00,1.025000000000000133e+00,2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.489999999999999769e+00,1.025000000000000133e+00,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.489999999999999769e+00,1.025000000000000133e+00,8.166666666666667629e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.489999999999999769e+00,1.025000000000000133e+00,1.583333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00
